keyword,list_greatfire_wikipedia,list_blockedweibo,list_cdt,list_line,list_skype,list_sina,list_gfw,machine_translation,human_translation,notes,agg_cattags,pinyin_tones,pinyin_notones,_theme,_category,CDT_translation,CDT_englishpost,CDT_combination,num_lists_appears_on,line_category,line_translation,line_notes,keyword_length,gfw_category
"口含鸡巴",0,0,0,0,0,1,0,"Mouth with dick","","Sexual content.","Prurient Interests","kǒu hán jī bā ","kou han ji ba ","social","prurientinterests","","",,1,"","","",4,""
"口号",0,0,0,0,1,0,0,"Slogan","Slogan","This appears to be a general term without a specific context.","Protest","kǒuhào ","kouhao ","political","protest","","",,1,"","","",2,""
"口交",0,0,0,0,1,1,0,"Oral sex","","","Prurient Interests","kǒujiāo ","koujiao ","social","prurientinterests","","",,2,"","","",2,""
"口號",0,0,0,0,1,0,0,"Slogan","Slogan","This is a term probably related to protests -- though the exact context is unclear.","Protest","kǒuhào ","kouhao ","political","protest","","",,1,"","","",2,""
"寇玉生",0,0,0,0,0,1,0,"Kou Yusheng","Kou Yusheng","Kou Yusheng is apparently a professor/lecturer at the Liaoning Engineering Technology University. In 2010, he co-wrote a research paper about the effects of neo-liberalism on the ideology, beliefs, core values of contemporary college students. ","Person Identity / Context Unclear","kòu yù shēng ","kou yu sheng ","people","personidentitycontextunclear","","",,1,"","","",3,""
"苦味酸",0,1,0,0,0,0,0,"Picric","","","","","","","","","",,1,"","","",3,""
"酷刑",0,0,0,0,1,0,0,"Torture","Torture","","Detention","kùxíng ","kuxing ","political","detention","","",,1,"","","",2,""
"库车",0,1,1,0,0,0,0,"Kuqa","Kuqa","","","","","","","Kuqa","http://goo.gl/L9oO6",0,2,"","","",2,""
"裤衩党",0,0,1,0,0,0,0,"Pants party","Underpants Party","","","","","","","Underpants Party","",0,1,"","","",3,""
"垮台",0,1,1,0,1,0,0,"Collapse","fall from power","","Government","kuǎtái ","kuatai ","political","government","fall from power","",0,3,"","","",2,""
"快把鹏儿领回家",0,0,0,0,0,1,0,"Get out Penger brought home","Hurry up and take Peng-er [Li Peng] home","This is from a satirical poem about Li Peng, the fourth Premier of the PRC, who cooperated with Deng Xiaoping to enforce martial law during the Tiananmen Square protests in 1989. For more information, please see: http://en.wikipedia.org/wiki/Li","Li Peng;Tiananmen Square (June 4 1989)","kuài bǎ péng ér lǐng huíjiā ","kuai ba peng er ling huijia ","events","tiananmensquarejune41989","","",,1,"","","",7,""
"快播A片网",0,0,0,0,1,0,0,"A piece Nora Network","Fast broadcasting adult movie network","Sexual content.","Prurient Interests","kuài bō Apiàn wǎng ","kuai bo Apian wang ","social","prurientinterests","","",,1,"","","",5,""
"快播av电影",0,0,0,0,1,0,0,"Nora av movie","Fast broadcasting adult movie","Sexual content.","Prurient Interests","kuài bō avdiànyǐng ","kuai bo avdianying ","social","prurientinterests","","",,1,"","","",6,""
"快播成人",0,0,0,0,1,0,0,"Nora Adult","Fast broadcasting adult (movie)","Sexual content.","Prurient Interests","kuài bō chéngrén ","kuai bo chengren ","social","prurientinterests","","",,1,"","","",4,""
"快播成人电影",0,0,0,0,1,0,0,"Nora adult movies","Fast broadcasting adult movie","Sexual content.","Prurient Interests","kuài bō chéngrén diànyǐng ","kuai bo chengren dianying ","social","prurientinterests","","",,1,"","","",6,""
"快播成人视频",0,0,0,0,1,0,0,"Nora Adult Video","Fast broadcasting adult video","","Prurient Interests","kuài bō chéngrén shìpín ","kuai bo chengren shipin ","social","prurientinterests","","",,1,"","","",6,""
"快播女优",0,0,0,0,1,0,0,"Actress Nora","","sexual content","Prurient Interests","kuài bō nǚ yōu ","kuai bo nu you ","social","prurientinterests","","",,1,"","","",4,""
"快闪党",0,1,0,0,0,0,0,"Flash party","","","","","","","","","",,1,"","","",3,""
"快速办理证件QQ",0,0,0,0,1,0,0,"QQ fast for documents","Express documentation processing QQ"," is a Chinese microblog website: www.qq.com.","Illicit Goods and Services","kuàisù bànlǐ zhèngjiàn QQ","kuaisu banli zhengjian QQ","social","illicitgoodsandservices","","",,1,"","","",8,""
"狂插",0,0,0,0,1,0,0,"Mad plug","Sexual intercourse.","","Prurient Interests","kuáng chā ","kuang cha ","social","prurientinterests","","",,1,"","","",2,""
"狂干",0,1,0,0,0,1,0,"Mad dry","Crazy sex","","Prurient Interests","kuáng gān ","kuang gan ","social","prurientinterests","","",,2,"","","",2,""
"葵花籽",0,0,1,0,0,0,0,"Sunflower","sunflower seeds","","","","","","","sunflower seeds","",0,1,"","","",3,""
"魁北克省资料",0,0,0,0,1,0,0,"Quebec data","Information on the Province of Quebec.","Unclear why this is censored. May involve investment immigration to Canada. It may also be that the government is trying to block information related to the separatist movements in Quebec as netizens in China have been discussing Quebec and its","Context unclear","kuí běi kè shěng zīliào ","kui bei ke sheng ziliao ","misc","contextunclear","","",,1,"","","",6,""
"昆明+PX",0,0,1,0,0,0,0,"Kunming + PX","Kunming+PX","","","","","","","Kunming+PX","http://goo.gl/z2eYY",0,1,"","","",5,""
"昆明推油按摩",0,0,0,0,0,1,0,"Kunming oil massage","Kunming oil massage","Sexual content.","Prurient Interests","kūnmíng tuī yóu ànmó ","kunming tui you anmo ","social","prurientinterests","","",,1,"","","",6,""
"拉卜楞寺",1,0,0,0,0,0,0,"Labrang Monastery","","","","","","","","","",,1,"","","",4,""
"拉萨",1,0,0,0,1,0,0,"Lhasa","","Lhasa is the capital of the Tibet Autonomous Region in the PRC. For more information, please see: http://en.wikipedia.org/wiki/Lhasa.","Ethnic Groups","lāsà ","lasa ","political","ethnicgroupstibetan","","",,2,"","","",2,""
"拉萨   八廓街大昭寺广场",0,0,0,0,1,0,0,"Jokhang Temple, Barkhor Square in Lhasa","Location of Jasmine Revolution protests","This is related to the Jasmine Revolution, an online call for pro-democracy protests in major Chinese cities. For more information, please see: http://jasmineplaces.blogspot.ca/2011/05/blog-post_4422.html (Chinese); http://staysweethome.blogspo","Jasmine Revolution","lāsà  Bākuò jiē dàzhāosì guǎngchǎng ","lasa  Bakuo jie dazhaosi guangchang ","events","jasminerevolution","","",,1,"","","",13,""
"喇嘛",0,0,1,0,1,0,0,"Lama","Lama","High priest in Tibetan buddhist structure. For more information, please see: http://en.wikipedia.org/wiki/Lama.","Ethnic Groups","lǎma ","lama ","political","ethnicgroupstibetan","lama","",0,2,"","","",2,""
"蜡烛",0,0,1,0,0,0,0,"Candle","candle","","","","","","","candle","http://goo.gl/Kd51L",0,1,"","","",2,""
"腊肉＋纪念馆",0,0,1,0,0,0,0,"Bacon + Memorial","cured meat+mausoleum","","","","","","","cured meat+mausoleum","http://wp.me/p2pAV0-IMB",1,1,"","","",6,""
"辣妹子辣",0,0,1,0,0,0,0,"Hot Spicy Girl","spicy sister is spicy","","","","","","","spicy sister is spicy","",0,1,"","","",4,""
"来电号码任意显示",0,0,0,0,1,0,0,"Caller ID display any","Displaying incoming caller ID anytime","","Illicit Goods and Services","lái diàn hàomǎ rènyì xiǎnshì ","lai dian haoma renyi xianshi ","social","illicitgoodsandservices","","",,1,"","","",8,""
"来京上访",0,0,0,0,0,1,0,"To Beijing to petition","Coming to Beijing to petition"," in China, please see: http://en.wikipedia.org/wiki/Petitioning_(China); http://beforeitsnews.com/china/2012/10/chinese-regime-sweeps-up-petitioners-dissidents-before-party-congress-2443656.html; http://www.thedailybeast.com/newsweek/galleries/","Petitioning (Administrative System)","lái jīng shàng fǎng ","lai jing shang fang ","political","petitioningadministrativesystem","","",,1,"","","",4,""
"来俊臣",0,0,1,0,0,0,0,"To Junchen","Lai Junchen","","","","","","","Lai Junchen","",0,1,"","","",3,""
"来书记",0,0,0,0,1,0,0,"To secretary","Secretary Lai"," meaning secretary is alluding to Bo Xilai as the Secretary of the Chongqing Committee of the Communist Party. For more info, please see: http://en.wikipedia.org/wiki/Bo_Xilai.","Bo Xilai Scandal;CPC member / Gov official","lái shūji ","lai shuji ","events","boxilaiscandal","","",,1,"","","",3,""
"来西博",0,0,0,0,1,0,0,"To the West","Reversed homonym for Bo Xilai","Reference to Bo Xilai, ousted former leader of Chongqing's committee of the Communist Party. For more info, please see: http://en.wikipedia.org/wiki/Bo_Xilai.","Bo Xilai Scandal;CPC member / Gov official","láixībó ","laixibo ","events","boxilaiscandal","","",,1,"","","",3,""
"赖昌星",0,0,1,0,0,0,0,"Lai Changxing","Lai Changxing","","","","","","","Lai Changxing","",0,1,"","","",3,""
"蓝可儿",1,0,0,0,0,0,0,"Blue to children","","","","","","","","","",,1,"","","",3,""
"栏目组",0,0,0,0,0,1,0,"Column group","","Unclear of context.  This could be referencing lottery winnings and scams in the past few years. For more information, please see: http://news.xinhuanet.com/english/2009-10/20/content_12279657.htm; http://www.businesspundit.com/5-of-the-biggest","Context unclear","lán mù zǔ ","lan mu zu ","misc","contextunclear","","",,1,"","","",3,""
"澜沧江",0,0,1,0,0,0,0,"Lancang","Lancang River","","","","","","","Lancang River","",0,1,"","","",3,""
"狼客免费成人视频网",0,0,0,0,1,0,0,"Wolves Away Free Adult Video Network","(literal translation) Wolf guest free adult video network","","Prurient Interests","láng kè miǎnfèi chéngrén shìpín wǎng ","lang ke mianfei chengren shipin wang ","social","prurientinterests","","",,1,"","","",9,""
"狼友",0,0,0,0,0,1,0,"Friends of the Wolf","","Likely sexual content.","Prurient Interests","láng yǒu ","lang you ","social","prurientinterests","","",,1,"","","",2,""
"浪女",0,0,0,0,0,1,0,"Sluts","","Sexual content.","Prurient Interests","làng nǚ ","lang nu ","social","prurientinterests","","",,1,"","","",2,""
"劳教所",0,0,0,0,1,0,0,"Labor Camp","Re-education through labor (RTL) facility","RTL is a controversial system of administrative detention in the People's Republic of China. It is used to detain individuals without going through the formal criminal system. This type of punishment has been frequently used to detain activists","Detention","láojiào suǒ ","laojiao suo ","political","detention","","",,1,"","","",3,""
"劳教所 迫害",0,0,0,1,0,0,0,"Labor camp persecution","","Same as keyword 653 but with a space. Falun Gong?","","","","","Religion -- Falun Gong","","",,1,"Religion -- Falun Gong","","Same as keyword 653 but with a space. Falun Gong?",6,""
"劳教所迫害",0,0,0,1,0,0,0,"Labor camp persecution","labor camp, persecuted","Falun Gong related?","","","","","Religion -- Falun Gong","","",,1,"Religion -- Falun Gong","labor camp, persecuted","Falun Gong related?",5,""
"老艾",0,0,1,0,0,0,0,"Old Ai","Old Ai","","","","","","","Old Ai","",0,1,"","","",2,""
"老百姓",0,0,0,0,1,0,0,"Ordinary people","Citizens; ordinary people","","Context unclear","lǎobǎixìng ","laobaixing ","misc","contextunclear","","",,1,"","","",3,""
"老板数据QQ",0,0,0,0,1,0,0,"Data QQ boss",""," is a Chinese microblog website: www.qq.com.","Illicit Goods and Services","lǎobǎn shùjù QQ","laoban shuju QQ","social","illicitgoodsandservices","","",,1,"","","",6,""
"老公不在在家家好寂寞啊",0,0,0,0,0,1,0,"My husband is not in everyone so lonely ah","Husband not at home, one person at home is so lonely","Sexual content.","Prurient Interests","lǎogong bùzài zài jiā jiā hǎo jìmò a ","laogong buzai zai jia jia hao jimo a ","social","prurientinterests","","",,1,"","","",11,""
"老公喜欢干我的屁眼",0,0,0,0,0,1,0,"My husband like to do my asshole","Husband likes to fuck my ass","Sexual content.","Prurient Interests","lǎogong xǐhuan gān wǒde pì yǎn ","laogong xihuan gan wode pi yan ","social","prurientinterests","","",,1,"","","",9,""
"老故事",0,0,0,0,1,0,0,"Old story","Old Story"," where Shouwang House Church held an indoor congregation because the government would not allow the Church to have a permanent place to pray. For more information, please see: http://www.voachinese.com/content/article-20110501-shouwang-church-1","Religion","lǎo gùshì ","lao gushi ","political","religionchristianpracticeinchina","","",,1,"","","",3,""
"老胡",0,0,1,0,0,0,0,"Hu","Old Hu","","","","","","","Old Hu","",0,1,"","","",2,""
"老虎机",0,0,0,0,0,1,0,"Slot machine","Slot machines","","Gambling","lǎohǔ jī ","laohu ji ","social","gambling","","",,1,"","","",3,""
"老虎机破解中心",0,0,0,0,0,1,0,"Slot machine crack center","Slot machine cracking centre","This is likely a website with information about how to crack/unlock/cheat on online slot machines.","Gambling","lǎohǔ jī pò jiě zhōngxīn ","laohu ji po jie zhongxin ","social","gambling","","",,1,"","","",7,""
"老虎庙",0,0,1,0,0,0,0,"Tiger Temple","Tiger Temple","","","","","","","Tiger Temple","",0,1,"","","",3,""
"老江",0,0,1,0,0,0,0,"Laojiangdi","Old Jiang","","","","","","","Old Jiang","",0,1,"","","",2,""
"老江病危",0,1,0,0,1,0,0,"Laojiangdi dying","Old Jiang critically ill","Reference to rumours of Jiang Zemin, China's former President, being critically ill and dying. For more information, please see: http://www.bloomberg.com/news/2011-07-06/former-chinese-president-jiang-zemin-critically-ill-hong-kong-media-say.ht","Jiang Zemin death rumour","lǎo jiāng bìngwēi ","lao jiang bingwei ","events","jiangzemindeathrumour","","",,2,"","","",4,""
"老江的人马",0,0,0,1,0,0,0,"Laojiangdi troops","",", which owed Jiang their loyalty for elevating them to positions of power","","","","","Communist Party of China (CPC) -- Criticism","","",,1,"Communist Party of China (CPC) -- Criticism","",", which owed Jiang their loyalty for elevating them to positions of power",5,""
"老江去世",0,0,0,1,0,0,0,"Old Jiang's death","Old Jiang passed away","about the false rumors that Jiang had died","","","","","Jiang Zemin death rumour","","",,1,"Jiang Zemin death rumour","Old Jiang passed away","about the false rumors that Jiang had died",4,""
"老老虎",0,0,1,0,0,0,0,"Old Tiger","old tiger","","","","","","","old tiger","http://wp.me/p2pAV0-IJz",0,1,"","","",3,""
"老老虎（复测）",0,0,1,0,0,0,0,"Old Tiger (retest)","old tiger (retested)","","","","","","","old tiger (retested)","http://wp.me/p2pAV0-Jyl",0,1,"","","",7,""
"老妈蹄花",0,0,1,0,0,0,0,"Mom Ti Hua","Laoma Tihua (documentary by Ai Weiwei)","","","","","","","Laoma Tihua (documentary by Ai Weiwei)","",0,1,"","","",4,""
"老毛",0,0,0,0,0,1,0,"Mao","Nickname for Mao Zedong","This is likely a nickname for Mao Zedong, the founder of the People's Republic of China and first Chairman of the Communist Party of China. For more information, please see: http://en.wikipedia.org/wiki/Mao_Zedong.","CPC member / Gov official;Mao Zedong","lǎo máo ","lao mao ","people","cpcmembergovofficial","","",,1,"","","",2,""
"老人集团",0,0,1,0,0,0,0,"Elderly Group","group of elders","","","","","","","group of elders","",0,1,"","","",4,""
"老师的小穴",0,0,0,0,0,1,0,"Teacher's pussy","","Sexual content.","Prurient Interests","lǎoshī de xiǎo xué ","laoshi de xiao xue ","social","prurientinterests","","",,1,"","","",5,""
"乐喷泉旁一带",0,0,0,0,1,0,0,"Music fountain next to the area","Location of Jasmine Revolution protests","This is related to the Jasmine Revolution, an online call for pro-democracy protests in major Chinese cities. For more information, please see: http://jasmineplaces.blogspot.ca/2011/05/blog-post_4422.html (Chinese); http://staysweethome.blogspo","Jasmine Revolution","lè pēnquán páng yīdài ","le penquan pang yidai ","events","jasminerevolution","","",,1,"","","",6,""
"雷锋",0,0,1,0,0,0,0,"Lei Feng","Lei Feng","","","","","","","Lei Feng","http://goo.gl/ZrTzK",0,1,"","","",2,""
"雷管",0,0,1,0,0,0,0,"Detonator","detonator","","","","","","","detonator","",0,1,"","","",2,""
"雷管供应",0,0,0,0,1,0,0,"Detonator Supply","Supplying (bomb) detonators","","Illicit Goods and Services","léi guǎn gōngyìng ","lei guan gongying ","social","illicitgoodsandservices","","",,1,"","","",4,""
"雷洁琼",0,1,0,0,0,0,0,"Lei","","","","","","","","","",,1,"","","",3,""
"冷钢出售qq",0,0,0,0,1,0,0,"Cold Steel sell qq"," qq"," is a Chinese microblog website: www.qq.com.","Illicit Goods and Services","lěng gāng chūshòu qq","leng gang chushou qq","social","illicitgoodsandservices","","",,1,"","","",6,""
"冷钢专卖QQ",0,0,0,0,1,0,0,"Cold Steel Monopoly QQ"," (knives) QQ"," is a Chinese microblog website: www.qq.com.","Illicit Goods and Services","lěng gāng zhuān mài QQ","leng gang zhuan mai QQ","social","illicitgoodsandservices","","",,1,"","","",6,""
"冷溶",0,1,0,0,0,0,0,"Leng Rong","","","","","","","","","",,1,"","","",2,""
"冷香谷",0,0,0,0,0,1,0,"Lengxiang Valley","","This is an online novel with likely sexual content.","Prurient Interests","lěng xiāng gǔ ","leng xiang gu ","social","prurientinterests","","",,1,"","","",3,""
"冷战",1,0,0,0,0,0,0,"Cold war","","","","","","","","","",,1,"","","",2,""
"黎安友",1,0,0,0,0,0,1,"Nathan","","","","","","","People-Dissident","","",,2,"","","",3,"People-Dissident"
"黎庆洪+涉黑",0,0,1,0,0,0,0,"Li Qinghong + Mafia","Li Qinghong + criminal activity","","","","","","","Li Qinghong + criminal activity","",0,1,"","","",6,""
"黎智英",0,1,0,0,0,0,0,"Lai","","","","","","","","","",,1,"","","",3,""
"离岸＋金融",0,0,1,0,0,0,0,"Offshore finance +","offshore+finances","","","","","","","offshore+finances","http://wp.me/p2pAV0-HYj",1,1,"","","",5,""
"离岸＋维京",0,0,1,0,0,0,0,"Viking Offshore +","offshore+Virgin [Islands]","","","","","","","offshore+Virgin [Islands]","http://wp.me/p2pAV0-HYj",1,1,"","","",5,""
"离休",0,0,0,0,1,0,0,"Retired","","","Context unclear","líxiū ","lixiu ","misc","contextunclear","","",,1,"","","",2,""
"李嵐清",0,0,0,0,1,0,0,"Li","Person's name (traditional Chinese)","Li Lanqing is a prominent Chinese politician and a former Vice Premier of the PRC under Premier Zhu Rongji and President Jiang Zemin. For more information, please see: http://en.wikipedia.org/wiki/Li_Lanqing.","CPC member / Gov official","lǐ lán qīng ","li lan qing ","people","cpcmembergovofficial","","",,1,"","","",3,""
"李滨",0,0,1,0,0,0,0,"Li Bin","Li Bin","","","","","","","Li Bin","",0,1,"","","",2,""
"李常春",0,1,0,0,1,0,0,"Li Changchun","Person's name (homonym)","This is likely a reference to Li Changchun [李长春], the former propaganda chief of the CPC. He has been linked to Internet related censorship. For more information, please see: http://en.wikipedia.org/wiki/Li_Changchun.","CPC member / Gov official","lǐ cháng chūn ","li chang chun ","people","cpcmembergovofficial","","",,2,"","","",3,""
"李常受",0,1,0,0,0,0,0,"Lee","","","","","","","","","",,1,"","","",3,""
"李长春",1,0,1,1,1,1,1,"Li Changchun","Person's name","Li Changchun is a high ranking member of the Communist Party of China. He is currently the propaganda chief and a member of the all powerful Politburo Standing Committee of the CPC (China's de facto top power organ). In 2010, according to a lea","CPC member / Gov official","lǐ chángchūn ","li changchun ","people","cpcmembergovofficial","Li Changchun","",0,6,"CPC member / Gov official","","was the propaganda chief of the Communist Party of China. He was the member of the 16th and 17th Politburo Standing Committee of the Communist Party of China",3,"People-Official"
"李长江",0,0,0,0,1,0,0,"Li Changjiang","Person's name","Li Changjiang was a minister of the CPC and party Chief of the General Administration of Quality Supervision, Inspection, and Quarantine of the PRC. He was involved in the milk scandal and forced to resign in September 2008. For more informatio","CPC member / Gov official;Tainted Milk Scandal;implicated in corruption","lǐ chángjiāng ","li changjiang ","events","taintedmilkscandal","","",,1,"","","",3,""
"李大鸟",0,0,0,0,1,0,0,"Lee Bird","Person's name","Unclear of context.","Person Identity / Context Unclear","lǐ dà niǎo ","li da niao ","people","personidentitycontextunclear","","",,1,"","","",3,""
"李大师",0,0,0,0,0,1,0,"Master Li","Master Li (Person's name / Title)"," (Li Dashi). Li Hongzhi was the founder and spiritual master of Falun Gong. For more information, please see: http://en.wikipedia.org/wiki/Li_Hongzhi; http://www.theepochtimes.com/n2/china-news/risking-life-chinese-greet-falun-gong-founder-1859","Religion","lǐ dàshī ","li dashi ","political","religionfalungong","","",,1,"","","",3,""
"李大同",0,0,0,0,1,0,0,"Li Datong","Li Datong (Person's name)"," newspaper. However, he was fired for publishing a letter criticizing censorship and government control of the press. For more information, please see: http://en.wikipedia.org/wiki/Li_Datong.","Dissident / Activist","lǐ Dàtóng ","li Datong ","people","dissidentactivist","","",,1,"","","",3,""
"李德胜",0,0,0,0,1,0,0,"Li Desheng","Person's name (homonym)","This is likely a reference to Li Desheng [李德生], a former general in the People's Liberation Army, and the Director of the PLA's General Political Department between 1969 and 1975 (during the Cultural Revolution). For more information, please","CPC member / Gov official","lǐ dé shèng ","li de sheng ","people","cpcmembergovofficial","","",,1,"","","",3,""
"李登辉",0,0,1,0,0,1,0,"Lee Teng-hui","Person's name (aka Lee Teng-hui)","Lee Teng-hui was the president of the Republic of China (Taiwan) and at one time the Chairman of the Kuomintang (KMT) nationalist party (1988-2000). He participated in major democratic and economic reforms in Taiwan. For more information, pleas","Domestic relations","LǐDēnghuī ","LiDenghui ","political","domesticrelationstaiwan","Lee Teng-hui","",0,2,"","","",3,""
"李登輝",1,0,0,0,0,0,0,"Lee Teng-hui","","","","","","","","","",,1,"","","",3,""
"李东生＋ZK",0,0,1,0,0,0,0,"Li Dongsheng + ZK","Li Dongsheng+ZK","","","","","","","Li Dongsheng+ZK","http://wp.me/p2pAV0-HqI",1,1,"","","",6,""
"李东生＋zhou",0,0,1,0,0,0,0,"Li Dongsheng + zhou","Li Dongzheng+zhou","","","","","","","Li Dongzheng+zhou","http://wp.me/p2pAV0-HqI",1,1,"","","",8,""
"李东生＋汤灿",0,0,1,0,0,0,0,"Li Dongsheng + Soup Can","Li Dongsheng+Tang Can","","","","","","","Li Dongsheng+Tang Can","http://wp.me/p2pAV0-HqI",1,1,"","","",6,""
"李东生＋习",0,0,1,0,0,0,0,"Xi Li Dongsheng +","Li Dongsheng+Xi","","","","","","","Li Dongsheng+Xi","http://wp.me/p2pAV0-HCF",1,1,"","","",5,""
"李东生＋性贿赂",0,0,1,0,0,0,0,"Li Dongsheng + sexual bribery","Li Dongsheng+sexual bribe","","","","","","","Li Dongsheng+sexual bribe","http://wp.me/p2pAV0-HFe",1,1,"","","",7,""
"李东生＋周",0,0,1,0,0,0,0,"Li Dongsheng + weeks","Li Dongsheng+Zhou","","","","","","","Li Dongsheng+Zhou","http://wp.me/p2pAV0-HqI",1,1,"","","",5,""
"李副省长",0,0,1,0,0,0,0,"Vice Governor Li","Vice Governor Li","","","","","","","Vice Governor Li","http://goo.gl/hNwmr",0,1,"","","",4,""
"李广年",0,0,1,0,0,0,0,"Guang years","Li Guangnian","","","","","","","Li Guangnian","http://goo.gl/duLCe",0,1,"","","",3,""
"李国谅",0,0,1,0,1,0,0,"Li, understanding","Also appears to have been arrested in connection with demolitions in Beijing.","","Forced Demolitions","lǐ guó liàng ","li guo liang ","events","forceddemolitions","Li Guoliang","",0,2,"","","",3,""
"李禾禾",0,0,1,0,0,0,0,"Li Hehe","Li Hehe","","","","","","","Li Hehe","",0,1,"","","",3,""
"李鸿志",0,0,0,0,1,0,0,"Li Hongzhi","Li Hongzhi (Person's name, homonym)"," (Li Hongzhi), the founder and spiritual master of Falun Gong. For more information, please see: http://en.wikipedia.org/wiki/Li_Hongzhi.","Religion","lǐ hóng zhì ","li hong zhi ","political","religionfalungong","","",,1,"","","",3,""
"李鸿忠",0,0,1,1,0,0,1,"Hongzhong","Li Hongzhong","Li Hongzhong is the party chief of Hubei province.","","","","","CPC member / Gov official","Li Hongzhong","",0,3,"CPC member / Gov official","Li Hongzhong","Li Hongzhong is the party chief of Hubei province.",3,"People-Official"
"李洪林访谈录",0,0,0,1,0,0,0,"Li Honglin Interview","","Li Honglin used to be deputy director of the Theory Bureau of the CCP's Propaganda Department, before being pushed out of party for his views on democracy. He gave a prominent interview with Tencent in 2013 where he criticized Mao and others","","","","","Communist Party of China (CPC) -- Criticism","","",,1,"Communist Party of China (CPC) -- Criticism","","Li Honglin used to be deputy director of the Theory Bureau of the CCP's Propaganda Department, before being pushed out of party for his views on democracy. He gave a prominent interview with Tencent in 2013 where he criticized Mao and others",6,""
"李洪志",1,1,1,1,1,1,1,"Li Hongzhi","Li Hongzhi (Person's name)","Li Hongzhi was the founder and spiritual master of Falun Gong. For more information, please see: http://en.wikipedia.org/wiki/Li_Hongzhi.","Religion","lǐ hóng zhì ","li hong zhi ","political","religionfalungong","Li Hongzhi","",0,7,"Religion -- Falun Gong","","spiritual leader and founder of Falun Gong",3,"Falungong"
"李宏志",0,1,0,0,0,1,0,"LI Hong-zhi","Li Hongzhi (Person's name, homonym)"," (Li Hongzhi), the founder and spiritual master of Falun Gong. For more information, please see: http://en.wikipedia.org/wiki/Li_Hongzhi.","Religion","lǐ hóng zhì ","li hong zhi ","political","religionfalungong","","",,2,"","","",3,""
"李宏治",0,1,0,0,0,1,0,"Li Governance","Li Hongzhi (Person's name, homonym)"," (Li Hongzhi), the founder and spiritual master of Falun Gong. For more information, please see: http://en.wikipedia.org/wiki/Li_Hongzhi.","Religion","lǐ hóng zhì ","li hong zhi ","political","religionfalungong","","",,2,"","","",3,""
"李弘志",0,0,0,0,1,0,0,"Li Hongzhi","Li Hongzhi (Person's name, homonym)"," (Li Hongzhi), the founder and spiritual master of Falun Gong. For more information, please see: http://en.wikipedia.org/wiki/Li_Hongzhi.","Religion","lǐ hóng zhì ","li hong zhi ","political","religionfalungong","","",,1,"","","",3,""
"李红志",0,0,0,0,1,0,0,"Li Zhi","Li Hongzhi (Person's name, homonym)"," (Li Hongzhi), the founder and spiritual master of Falun Gong. For more information, please see: http://en.wikipedia.org/wiki/Li_Hongzhi.","Religion","lǐ hóng zhì ","li hong zhi ","political","religionfalungong","","",,1,"","","",3,""
"李紅志",0,0,0,0,1,0,0,"Li Zhi","Person's name (homonym)"," (Li Hongzhi), the founder and spiritual master of Falun Gong. For more information, please see: http://en.wikipedia.org/wiki/Li_Hongzhi.","Religion","lǐ hóng zhì ","li hong zhi ","political","religionfalungong","","",,1,"","","",3,""
"李建国+调查",0,0,1,0,0,0,0,"Li Jianguo + survey","Li Jianguo+investigation","","","","","","","Li Jianguo+investigation","http://goo.gl/9HrOy",0,1,"","","",6,""
"李金（柱）",0,0,1,0,0,0,0,"Li (column)","Li Jin(zhu)","","","","","","","Li Jin(zhu)","http://goo.gl/hNwmr",0,1,"","","",5,""
"李克",0,0,0,0,0,1,0,"Rick","Li Ke[qiang]","This is likely a reference to Li Keqiang, the first ranked vice-premier and deputy party secretary of China's State Council. Li Keqiang is very likely to succeed Wen Jiabao as the next premier of China. http://www.businessspectator.com.au/bs.ns","CPC member / Gov official","lǐ kè ","li ke ","people","cpcmembergovofficial","","",,1,"","","",2,""
"李克強",0,0,0,0,0,1,1,"Li Keqiang","Person's name","Li Keqiang, the first ranked vice-premier and deputy party secretary of China's State Council is very likely to succeed Wen Jiabao as the next premier of China. http://www.businessspectator.com.au/bs.nsf/Article/China-election-leaders-USA-polit","CPC member / Gov official","lǐ kè qiáng ","li ke qiang ","people","cpcmembergovofficial","","",,2,"","","",3,"People-Official"
"李克强",1,0,1,1,1,1,1,"Li Keqiang","Person's name","Li Keqiang, the first ranked vice-premier and deputy party secretary of China's State Council is very likely to succeed Wen Jiabao as the next premier of China. http://www.businessspectator.com.au/bs.nsf/Article/China-election-leaders-USA-polit","CPC member / Gov official","lǐ kè qiáng ","li ke qiang ","people","cpcmembergovofficial","Li Keqiang","",0,6,"CPC member / Gov official","","Li Keqiang is the premier of the PRC",3,"People-Official"
"李克强+PS",0,0,1,0,0,0,0,"Li + PS","Li Keqiang + PS","","","","","","","Li Keqiang + PS","http://goo.gl/F9a2h",0,1,"","","",6,""
"李克强+作秀",0,0,1,0,0,0,0,"Li + show","Li Keqiang+put on a show","","","","","","","Li Keqiang+put on a show","http://goo.gl/lutr0",0,1,"","","",6,""
"李克强＋王俊莲",0,0,1,0,0,0,0,"Wangjun Lian Li +","Li Keqiang+Wang Junlian","","","","","","","Li Keqiang+Wang Junlian","http://wp.me/p2pAV0-IMB",1,1,"","","",7,""
"李克强接班",0,0,1,0,0,0,0,"Li Keqiang succession","Li Keqiang succeed (in office)","","","","","","","Li Keqiang succeed (in office)","",0,1,"","","",5,""
